,Filename,AtomsObject,Eads,NPd,SiteType,RealSite,CN1,CN2,Z,Charge,Nsites,PdC1,PdC2,PdC3
32,pd4-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.33,4,bridge,bridge,3.0,0.0,4.758254357243784,0.085,2,1.9183940285511354,1.9406680406873025,3.125191610636156
33,pd4-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.57,4,hollow,hollow,3.0000000000000004,0.0,4.11367129893861,0.157,3,2.0035039624925783,2.021845399196174,2.033771825525712
34,pd4-ceria-a3.CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.81,4,top,top,3.0,0.0,3.8074846256663255,0.23,1,1.8603845171221314,3.301179223528447,4.271954062560729
35,pd4-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.56,4,top,top,3.0,0.0,6.335720949329281,-0.06,1,1.8634971134706824,3.7227946308667628,3.770300553604582
36,pd4-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd4', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.58,4,hollow,hollow,2.999999999999999,0.0,4.132142168400189,0.17,3,2.0015455184877378,2.030949456610143,2.031817234333164
37,pd5-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.26,5,hollow,hollow,3.3349906447140887,0.3312760021784914,4.061323516959621,0.073,3,2.0099269485653686,2.0248362562775313,2.032464530785292
38,pd5-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.18,5,bridge,bridge,3.0102997236629156,0.49485013816854223,3.8049960257281756,0.16,2,1.9520580504194176,1.9926878430424964,3.213421450487886
39,pd5-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.58,5,top,top,3.0,0.0,4.120636337493221,0.13,1,1.8733378329555634,3.279203614896274,4.170882406497359
40,pd5-ceria-a5.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.27,5,top,top,3.0,1.0,6.303206634546407,-0.13,1,1.911505501706497,3.820165302299971,3.895654488710204
41,pd5-ceria-a6.CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.51,5,hollow,hollow,2.9951835601672334,0.0,4.305217243863073,0.047,3,2.0035932728568095,2.032971638337608,2.063036973362769
42,pd5-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd5', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-3.03,5,hollow,hollow,3.3343015120875794,0.33199477410694295,4.040812996783732,0.06,3,2.0137603305971887,2.024126141268602,2.0277521696283407
43,pd6-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.27,6,bridge,bridge,3.493969280185238,1.0120614396295249,4.8701134725236095,0.105,2,1.9149604217225729,1.9617187535582583,3.3532870605696314
44,pd6-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.21,6,hollow,hollow,3.668016597854149,0.6639668042917031,4.04736849189834,0.15,3,2.024417623311492,2.036155283335162,2.037375395064216
45,pd6-ceria-a3.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.39,6,bridge,bridge,3.5331553625401013,0.48894821248663306,3.9996560341151435,0.2,2,1.9446172668332156,2.0325263593670293,2.9871418476765146
46,pd6-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.47,6,top,top,4.0,0.0,3.9634671964161896,0.26,1,1.8727632355647297,3.368566789207969,3.687572188005647
47,pd6-ceria-a5.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.33,6,bridge,bridge,3.032526967546565,0.4837365162267175,4.251545001035643,0.215,2,1.932889523206655,2.0628591093004447,2.8904906579701217
48,pd6-ceria-a6.CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.5,6,top,top,3.0,2.0,6.289238692166333,-0.054000000000000006,1,1.8914094468387268,3.6832147258156676,3.9136583358254047
49,pd6-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd6', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.28,6,hollow,hollow,3.667322930168097,0.6653541396638057,4.148594608302682,0.16,3,2.020705740098028,2.0213918204896637,2.0340405438841467
50,pd7-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.82,7,bridge,bridge,4.0,1.0,6.298390951386784,-0.01,2,1.9961871664878323,1.9964080601286218,3.750054784043843
51,pd7-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.23,7,hollow,hollow,4.353482285957998,0.33370584914783186,3.9285981158628327,0.14300000000000002,3,2.0031673658785265,2.0482010815943217,2.0863755771665513
52,pd7-ceria-a3.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.82,7,bridge,bridge,4.0,1.0,3.4176040393331557,0.235,2,1.9748480645850959,1.9806086490392834,3.4479817882737818
53,pd7-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.22,7,bridge,bridge,3.001518712804017,0.5007593564020085,4.540974778801075,0.08,2,1.9748010741624034,1.9808085090841727,2.8549926683144737
54,pd7-ceria-a5.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.8,7,top,top,4.0,1.0,5.6209807563183745,-0.01,1,1.880293464201245,3.174911133253494,3.5811669096183656
55,pd7-ceria-a6.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.2,7,bridge,bridge,3.0022499369431905,0.5011249684715953,4.778598157361233,0.08,2,1.9646038979707845,1.9734643031011798,3.6341118891589685
56,pd7-ceria-a7.CONTCAR,"Atoms(symbols='CCe32O65Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.24,7,top,top,4.0,1.0,4.152732869262001,0.23,1,1.8945026412402517,3.244448612305322,3.919849438219549
57,pd7-ceria-co-CONTCAR,"Atoms(symbols='CCe32O64Pd7', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.2,7,hollow,hollow,4.36812878161609,0.33171845885183454,3.735760638054513,0.14,3,1.9884107554685928,2.0432750602859064,2.127980629574539
58,pd8-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd8', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.36,8,bridge,bridge,4.0107071709106945,1.0,4.737047926387224,0.1,2,1.9550506610089646,1.9973699035041508,3.128608984392414
59,pd9-ceria-a1.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.85,9,bridge,bridge,5.0,1.0,6.193312207060177,-0.005,2,1.9822363201420894,2.003281752716571,3.2340650814121528
60,pd9-ceria-a2.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.3,9,hollow,hollow,4.716208495283009,0.680580422687989,4.0492436583724505,0.16,3,1.97737166033176,2.0152154881149125,2.1979277754405735
61,pd9-ceria-a3.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.38,9,bridge,bridge,4.002946111364862,0.5014730556824308,4.749086114428826,0.105,2,1.9517841558476852,1.9633184842302185,3.654941200260908
62,pd9-ceria-a4.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.82,9,hollow,hollow,5.323697530395043,0.9999999999999999,4.692553164688832,0.067,3,1.9704228108704749,2.0459139066775642,2.0708978945472563
63,pd9-ceria-a5.CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447698687879647, -7.764032457428296, 0.0], [0.0, 15.528064914856582, 0.0], [0.0, 0.0, 19.754479466776573]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-1.82,9,top,top,5.0,1.0,6.222445795670727,-0.0105,1,1.874365800597403,3.5907482055269178,4.054222431685733
64,pd9-ceria-co-CONTCAR,"Atoms(symbols='CCe32O65Pd9', pbc=True, cell=[[13.447729072505142, -7.764049999999996, 0.0], [0.0, 15.528099999999998, 0.0], [0.0, 0.0, 19.7545]], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]))",-2.03,9,hollow,hollow,4.618615289910349,0.6254679582397048,4.134369107361565,0.16,3,1.417550869432705,2.021828142103904,2.0595102060921846
